233,irawo,kosofe,6.6096391,3.4220159,ChIJW_pNf9XsOxARhpl63RP3OsA
234,police post,kosofe,6.6087332,3.4244567,ChIJNb3jAirtOxAR97SoU1S-uL8
235,ogolonto,ikorodu,6.6193374,3.4752846,ChIJAYyIq0jsOxAR7aWv2kVNU8c
236,oja,ikorodu,6.622324099999999,3.4816414,ChIJdWPt9TjsOxARKY2dRMC_eSo
237,agric,ikorodu,6.625693399999999,3.4842267,ChIJ5XompT7sOxARg0K5MbBmnV4
238,cele,ikorodu,6.625508099999999,3.4880089,ChIJJ_cLhjzsOxARVDgzlEClKfU
239,haruna,ikorodu,6.6245701,3.4931695,ChIJ-bRneSTsOxARS1NkIRlYxpI
240,tos benson,ikorodu,6.6257034,3.4786048,ChIJuzpwxkDsOxAR7ER5TKP16qQ
241,ikorodu garage,ikorodu,6.625693399999999,3.4842267,ChIJ5XompT7sOxARg0K5MbBmnV4
242,maza maza,amuwo-odofin,6.4599636,3.303827,ChIJvyRktBiJOxARTcd_OuFKzL4
243,mosalashi,amuwo-odofin,6.4600729,3.2979369,ChIJH3OwEOCIOxARZaDHAfH9aAc
244,second gate,amuwo-odofin,6.4595465,3.2867655,ChIJU2NERuiIOxAR-Vebl3kjriQ
245,dantata,amuwo-odofin,6.4567548,3.2628858,ChIJld1OsJ6IOxARoboj-dEO-xw
246,agric,ojo,6.4600382,3.2204962,ChIJRViqtV-GOxAR_5KkMU554G4
247,ilaje,ojo,6.459941000000001,3.215518,ChIJT3aQ4fSGOxARiiA_21dkuF0
248,volks,ojo,6.459890199999999,3.2120848,ChIJ4eRzbPOGOxARTwHLaCAOihs
249,iyanaoba,ojo,6.4764291,3.2015906,ChIJBUJePpmGOxAR9qrHxbF03V8
250,ppl,ojo,6.464345199999999,3.1986147,ChIJz9qjgpWGOxARtc-l3CLUG3o
251,alabarago,ojo,6.467426,3.1945726,ChIJL9CMI7yGOxAR0LCymwRoGWs
252,moshalasi 2,ojo,6.4606243,3.2052881,ChIJAbhU2eyGOxARiKwv3J2DXRw
253,okokomaiko,ojo,6.472165,3.187642,ChIJC4nFA7CGOxAR8Fu95ulqfTU
254,under bridge,ojo,6.4977705,3.1117755,ChIJHUIEPBGCOxARW-MDkwptJl0
255,agbara,badagry,6.5004423,3.0974866,ChIJnXfApqB4OxARSW8L4P8c30w
256,magbon,badagry,6.4842695,3.0493069,ChIJ4350MS15OxARZoZfszzSdIQ
257,araromi,badagry,6.4804724,3.0243894,ChIJez-XRax-OxARkN-_SJoGM8E
258,mammy market ibereko,badagry,6.4340172,2.8981444,ChIJlTerSihjOxARwa3CiS3Sk4Y
259,badagry garage,badagry,6.428461299999999,2.8925519,ChIJt79A1ltiOxARxiWYkSmtiaM
260,empire bus stop,surulere,6.5182797,3.3653891,ChIJhUgwlk6MOxAR61SvotJLS3s
261,sabo bus stop,lagos mainland,6.5059306,3.3778238,ChIJe7sCC1-MOxARgia6isloMPs
